45.180111,536
45.360734,1072
45.541824,1608
45.722914,2144
45.903533,2680
45.904477,3216
46.084623,3752
46.085567,4288
46.086511,4824
46.265713,5360
46.266657,5896
46.267601,6432
46.268545,6968
46.446331,7504
46.447275,8040
46.448219,8576
46.449163,9112
46.450107,9648
46.451051,10184
46.626950,10720
46.627894,11256
46.628838,11792
46.629782,12328
46.630726,12864
46.631670,13400
46.632614,13936
46.633558,14472
46.634502,15008
46.807568,15544
46.808512,16080
46.809456,16616
46.810400,17152
46.811344,17688
46.812288,18224
46.813232,18760
46.814176,19296
46.815120,19832
46.816064,20368
46.817008,20904
46.817952,21440
46.818896,21976
46.819840,22512
46.988658,23048
46.989602,23584
46.990546,24120
46.991490,24656
46.992434,25192
46.993378,25728
46.994322,26264
46.995266,26800
46.996210,27336
46.997154,27872
46.998098,28408
46.999042,28944
46.999986,29480
47.000930,30016
47.001874,30552
47.002818,31088
47.003762,31624
47.004706,32160
47.005650,32696
47.006594,33232
47.007538,33768
47.169748,34304
47.170692,34840
47.171636,35376
47.172580,35912
47.173524,36448
47.174468,36984
47.175412,37520
47.176356,38056
47.177300,38592
47.178244,39128
47.179188,39664
47.180132,40200
47.181076,40736
47.182020,41272
47.182964,41808
47.183908,42344
47.184852,42880
47.185796,43416
47.186740,43952
47.187684,44488
47.188628,45024
47.189572,45560
47.190516,46096
47.191460,46632
47.192404,47168
47.193348,47704
47.194292,48240
47.195236,48776
47.196180,49312
47.197124,49848
47.198068,50384
47.350367,50920
47.351311,51456
47.352255,51992
47.353199,52528
47.354143,53064
47.355087,53600
47.356030,54136
47.356974,54672
47.357918,55208
47.358862,55744
47.359806,56280
47.360750,56816
47.361694,57352
47.362638,57888
47.363582,58424
47.364526,58960
47.365470,59496
47.366414,60032
47.367358,60568
47.368302,61104
47.369246,61640
47.370190,62176
47.371134,62712
47.372078,63248
47.373022,63784
47.373966,64320
47.374910,64856
47.375854,65392
47.376798,65928
