0.270682,15.470179
0.451300,18.557488
0.451772,27.807149
0.632391,26.486797
0.632863,33.083803
0.633335,39.670977
0.813481,36.033427
0.813953,41.157179
0.814425,46.274992
0.994099,42.123570
0.994571,46.313938
0.995043,50.500329
0.995515,54.682751
0.995987,58.861209
0.996459,63.035709
1.175189,57.012094
1.175661,60.551030
1.176133,64.087126
1.176605,67.620385
1.177077,71.150810
1.360999,104.610620
1.539737,95.186686
1.540209,97.876302
1.540681,100.564270
1.541153,103.250592
1.541625,105.935268
1.720828,97.336884
1.721300,99.742948
1.721772,102.147693
1.722244,104.551120
1.901446,96.899945
1.901918,99.077622
1.902390,101.254219
1.902862,103.429735
2.082064,96.538814
2.082536,98.527703
2.083008,100.515691
2.083480,102.502778
2.083952,104.488966
2.262682,98.086017
2.263154,99.915854
2.263626,101.744928
2.264098,103.573239
2.264570,105.400789
2.265042,107.227576
2.443773,101.098810
2.444245,102.792495
2.444717,104.485527
2.445189,106.177905
2.445661,107.869629
2.446133,109.560701
2.446605,111.251120
2.624863,105.291217
2.625335,106.867321
2.625807,108.442860
2.626279,110.017831
2.626751,111.592237
2.627223,113.166077
2.805481,107.468200
2.805953,108.942485
2.806425,110.416275
2.806897,111.889568
2.807369,113.362367
2.807841,114.834670
2.986099,109.381828
2.986571,110.766651
2.987043,112.151036
2.987515,113.534984
2.987987,114.918494
2.988459,116.301568
2.988931,117.684204
3.166718,112.399510
3.167190,113.704910
3.167662,115.009920
3.168134,116.314542
3.168606,117.618775
3.169078,118.922619
3.169550,120.226075
3.170022,121.529143
3.347808,116.326124
3.348280,117.560368
3.348752,118.794264
3.349224,120.027812
3.349696,121.261013
3.350168,122.493866
3.350640,123.726372
3.351112,124.958530
3.351584,126.190342
3.528898,121.036369
3.529370,122.206654
3.529842,123.376627
3.530314,124.546287
3.530786,125.715634
3.531258,126.884668
3.531730,128.053390
3.532202,129.221800
3.709516,124.173873
3.709988,125.286785
3.710460,126.399414
3.710932,127.511760
3.711404,128.623823
3.711876,129.735603
3.712348,130.847100
3.712820,131.958315
3.890134,127.020031
3.890606,128.080931
3.891078,129.141574
3.891550,130.201960
3.892022,131.262089
3.892494,132.321961
3.892966,133.381575
3.893438,134.440933
3.893910,135.500034
4.070753,130.642301
4.071225,131.655715
